2026-02-26 13:11:13 | INFO | app.db.session | Connecting to database: localhost:5432
2026-02-26 19:24:31 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/README.md "HTTP/1.1 200 OK"
2026-02-26 19:24:32 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/README.md "HTTP/1.1 200 OK"
2026-02-26 19:24:32 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-02-26 19:24:32 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/modules.json "HTTP/1.1 200 OK"
2026-02-26 19:24:32 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/sentence_bert_config.json "HTTP/1.1 307 Temporary Redirect"
2026-02-26 19:24:32 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/sentence_bert_config.json "HTTP/1.1 200 OK"
2026-02-26 19:24:32 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/sentence_bert_config.json "HTTP/1.1 200 OK"
2026-02-26 19:24:33 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/adapter_config.json "HTTP/1.1 404 Not Found"
2026-02-26 19:24:33 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-02-26 19:24:33 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config.json "HTTP/1.1 200 OK"
2026-02-26 19:24:33 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config.json "HTTP/1.1 200 OK"
2026-02-26 19:24:33 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/model.safetensors "HTTP/1.1 302 Found"
2026-02-26 19:24:34 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/xet-read-token/c9745ed1d9f207416be6d2e6f8de32d1f16199bf "HTTP/1.1 200 OK"
2026-02-26 19:24:50 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-02-26 19:24:50 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config.json "HTTP/1.1 200 OK"
2026-02-26 19:24:51 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-02-26 19:24:51 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/tokenizer_config.json "HTTP/1.1 200 OK"
2026-02-26 19:24:51 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/tokenizer_config.json "HTTP/1.1 200 OK"
2026-02-26 19:24:51 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-02-26 19:24:51 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-02-26 19:24:52 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/vocab.txt "HTTP/1.1 307 Temporary Redirect"
2026-02-26 19:24:52 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/vocab.txt "HTTP/1.1 200 OK"
2026-02-26 19:24:52 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/vocab.txt "HTTP/1.1 200 OK"
2026-02-26 19:24:52 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer.json "HTTP/1.1 307 Temporary Redirect"
2026-02-26 19:24:52 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/tokenizer.json "HTTP/1.1 200 OK"
2026-02-26 19:24:52 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/tokenizer.json "HTTP/1.1 200 OK"
2026-02-26 19:24:53 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/added_tokens.json "HTTP/1.1 404 Not Found"
2026-02-26 19:24:53 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/special_tokens_map.json "HTTP/1.1 307 Temporary Redirect"
2026-02-26 19:24:53 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/special_tokens_map.json "HTTP/1.1 200 OK"
2026-02-26 19:24:53 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/special_tokens_map.json "HTTP/1.1 200 OK"
2026-02-26 19:24:54 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/chat_template.jinja "HTTP/1.1 404 Not Found"
2026-02-26 19:24:54 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/1_Pooling/config.json "HTTP/1.1 307 Temporary Redirect"
2026-02-26 19:24:54 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/1_Pooling%2Fconfig.json "HTTP/1.1 200 OK"
2026-02-26 19:24:54 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/1_Pooling%2Fconfig.json "HTTP/1.1 200 OK"
2026-02-26 19:24:54 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2 "HTTP/1.1 200 OK"
2026-02-26 19:24:54 | INFO | app.ml.inference.embedder | Embedding model loaded
2026-02-26 19:26:20 | INFO | app.db.session | Connecting to database: localhost:5432
2026-02-26 19:27:01 | INFO | app.db.session | Connecting to database: localhost:5432
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.centrality | Composite centrality computed
2026-02-26 19:27:01 | INFO | app.services.scoring_service | Student innovation score updated: 1 = 38.6223
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.centrality | Composite centrality computed
2026-02-26 19:27:01 | INFO | app.services.scoring_service | Student innovation score updated: 2 = 20.0425
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.centrality | Composite centrality computed
2026-02-26 19:27:01 | INFO | app.services.scoring_service | Student innovation score updated: 3 = 0.0
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.centrality | Composite centrality computed
2026-02-26 19:27:01 | INFO | app.services.scoring_service | Student innovation score updated: 4 = 28.8708
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.centrality | Composite centrality computed
2026-02-26 19:27:01 | INFO | app.services.scoring_service | Student innovation score updated: 5 = 26.0583
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.centrality | Composite centrality computed
2026-02-26 19:27:01 | INFO | app.services.scoring_service | Student innovation score updated: 6 = 29.9173
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.centrality | Composite centrality computed
2026-02-26 19:27:01 | INFO | app.services.scoring_service | Student innovation score updated: 7 = 28.8754
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.centrality | Composite centrality computed
2026-02-26 19:27:01 | INFO | app.services.scoring_service | Student innovation score updated: 8 = 23.8687
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.centrality | Composite centrality computed
2026-02-26 19:27:01 | INFO | app.services.scoring_service | Student innovation score updated: 9 = 36.13
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.centrality | Composite centrality computed
2026-02-26 19:27:01 | INFO | app.services.scoring_service | Student innovation score updated: 10 = 29.1204
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.centrality | Composite centrality computed
2026-02-26 19:27:01 | INFO | app.services.scoring_service | Student innovation score updated: 11 = 27.1517
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.centrality | Composite centrality computed
2026-02-26 19:27:01 | INFO | app.services.scoring_service | Student innovation score updated: 12 = 24.4351
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.centrality | Composite centrality computed
2026-02-26 19:27:01 | INFO | app.services.scoring_service | Student innovation score updated: 13 = 31.5272
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 25 student nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 10 mentor nodes
2026-02-26 19:27:01 | INFO | app.graph.builder | Added 8 alumni nodes
2026-02-26 19:27:01 | ERROR | app.graph.builder | Graph build failed: 'Startup' object has no attribute 'stage'
